OTU_ID;Kingdom;Phylum;Class;Order;Family;Genus
1969004;Archaea; Thaumarchaeota; Marine_Group_I; Unknown_Order; Unknown_Family; Candidatus_Nitrosopumilus
196900135;Bacteria; SBR1093; uncultured_bacterium; ; ; 
196900136;Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae; uncultured
196900143;Bacteria; Acidobacteria; Subgroup_11; ; ; 
196900145;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Sva0996_marine_group; uncultured_bacterium
196900148;Bacteria; Nitrospirae; Nitrospira; Nitrospirales; Nitrospiraceae; Nitrospira
196900154;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900157;Bacteria; Acidobacteria; Subgroup_9; ; ; 
196900160;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Sva0996_marine_group; uncultured_bacterium
196900162;Bacteria; PAUC34f; uncultured_bacterium; ; ; 
196900164;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; uncultured_bacterium; 
196900168;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900171;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Sva0996_marine_group; uncultured_bacterium
196900178;Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; uncultured; uncultured_bacterium
196900179;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900199;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900215;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Sva0996_marine_group; 
196900224;Bacteria; Chloroflexi; TK10; uncultured_Chloroflexi_bacterium; ; 
196900235;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900250;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; uncultured
196900138;Archaea; Thaumarchaeota; Marine_Group_I; Cenarchaeales; Cenarchaeaceae; Cenarchaeum
196900155;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900156;Bacteria; Acidobacteria; Holophagae; Subgroup_10; TK85; uncultured_bacterium
196900176;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; OM1_clade; 
196900185;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900189;Bacteria; PAUC34f; uncultured_bacterium; ; ; 
196900198;Bacteria; Acidobacteria; Subgroup_21; uncultured_bacterium; ; 
196900214;Bacteria; Chloroflexi; JG30-KF-CM66; ; ; 
196900219;Bacteria; Acidobacteria; Subgroup_5; ; ; 
196900221;Bacteria; Chloroflexi; JG30-KF-CM66; uncultured_bacterium; ; 
196900239;Bacteria; Chloroflexi; SAR202_clade; uncultured_Thermomicrobium_sp.; ; 
196900274;Bacteria; Proteobacteria; Gammaproteobacteria; oI89A_clade; uncultured_bacterium; 
196900330;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900337;Bacteria; Acidobacteria; Subgroup_9; uncultured_bacterium; ; 
196900141;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; uncultured
196900150;Bacteria; Bacteroidetes; Bacteroidetes_Incertae_Sedis; Order_II; Rhodothermaceae; uncultured
196900151;Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae; uncultured
196900153;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900159;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexi_bacterium; ; 
196900269;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Sva0996_marine_group; 
196900288;Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; uncultured; 
196900139;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900197;Bacteria; Acidobacteria; Subgroup_21; ; ; 
196900210;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900217;Bacteria; Acidobacteria; Subgroup_9; uncultured_bacterium; ; 
196900242;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_Gemmatimonadetes_bacterium; ; 
196900246;Bacteria; Chloroflexi; S085; uncultured_bacterium; ; 
196900280;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; ; ; 
196900286;Bacteria; Chloroflexi; SAR202_clade; uncultured_deep-sea_bacterium; ; 
196900344;Bacteria; Proteobacteria; Gammaproteobacteria; oI89A_clade; ; 
196900172;Bacteria; Proteobacteria; Deltaproteobacteria; Desulfurellales; Desulfurellaceae; H16
196900201;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900208;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900218;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900230;Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; uncultured; uncultured_bacterium
196900234;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900180;Bacteria; Proteobacteria; JTB23; uncultured_bacterium; ; 
196900181;Bacteria; Chloroflexi; TK10; uncultured_bacterium; ; 
196900184;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_Gemmatimonadetes_bacterium; ; 
196900195;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900204;Bacteria; Proteobacteria; Deltaproteobacteria; Desulfurellales; Desulfurellaceae; G55
196900209;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Sva0996_marine_group; uncultured_bacterium
196900236;Bacteria; Proteobacteria; JTB23; ; ; 
196900237;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900241;Bacteria; Nitrospinae; MD2898-B26; uncultured_bacterium; ; 
196900249;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexi_bacterium; ; 
196900279;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900289;Bacteria; Chloroflexi; JG30-KF-CM66; uncultured_bacterium; ; 
196900295;Bacteria; Chloroflexi; SAR202_clade; uncultured_deep-sea_bacterium; ; 
196900356;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900377;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900140;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900192;Bacteria; Chloroflexi; TK10; uncultured_Chloroflexi_bacterium; ; 
196900227;Bacteria; Acidobacteria; Subgroup_21; ; ; 
196900228;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900287;Bacteria; Chloroflexi; TK10; uncultured_bacterium; ; 
196900354;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900158;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; uncultured
196900182;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900183;Bacteria; PAUC34f; uncultured_bacterium; ; ; 
196900226;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexus_sp.; ; 
196900252;Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; uncultured; uncultured_bacterium
196900335;Bacteria; Gemmatimonadetes; PAUC43f_marine_benthic_group; uncultured_bacterium; ; 
196900338;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; OM1_clade; uncultured_bacterium
196900146;Archaea; Thaumarchaeota; Marine_Group_I; Cenarchaeales; Cenarchaeaceae; Cenarchaeum
196900186;Archaea; Thaumarchaeota; Marine_Group_I; Unknown_Order; Unknown_Family; Candidatus_Nitrosopumilus
196900196;Bacteria; Proteobacteria; JTB23; uncultured_proteobacterium; ; 
196900202;Bacteria; Acidobacteria; Subgroup_21; uncultured_bacterium; ; 
196900203;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900225;Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae; uncultured
196900341;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900191;Bacteria; PAUC34f; ; ; ; 
196900211;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexus_sp.; ; 
196900229;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); PAUC26f
196900255;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900263;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900283;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900161;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_Gemmatimonadetes_bacterium; ; 
196900223;Bacteria; Gemmatimonadetes; PAUC43f_marine_benthic_group; uncultured_bacterium; ; 
196900260;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
196900303;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900318;Bacteria; Chloroflexi; S085; uncultured_bacterium; ; 
196900347;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900366;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900401;Bacteria; Deinococcus-Thermus; Deinococci; Deinococcales; Trueperaceae; Truepera
196900149;Bacteria; Spirochaetae; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta_2
196900163;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900292;Bacteria; Acidobacteria; Subgroup_9; uncultured_bacterium; ; 
196900305;Bacteria; Acidobacteria; Subgroup_9; ; ; 
196900339;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900349;Bacteria; Chloroflexi; JG30-KF-CM66; marine_metagenome; ; 
196900458;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); PAUC26f
1969000;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
196900190;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexi_bacterium; ; 
196900193;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexus_sp.; ; 
196900205;Bacteria; Poribacteria; uncultured_Planctomycetales_bacterium; ; ; 
196900265;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900277;Bacteria; Chloroflexi; TK10; ; ; 
196900302;Bacteria; Chloroflexi; S085; uncultured_bacterium; ; 
196900323;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900340;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900348;Bacteria; Proteobacteria; JTB23; ; ; 
196900370;Bacteria; Acidobacteria; Subgroup_21; uncultured_bacterium; ; 
196900475;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; ; ; 
196900496;Bacteria; Acidobacteria; Subgroup_6; ; ; 
19690015;Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Planctomycetaceae; uncultured
196900175;Bacteria; Chloroflexi; TK10; uncultured_bacterium; ; 
196900233;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900266;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900271;Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; uncultured; 
196900291;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Sva0996_marine_group; uncultured_bacterium
196900293;Bacteria; Chloroflexi; JG30-KF-CM66; uncultured_bacterium; ; 
196900307;NA; ; ; ; ; 
196900314;Bacteria; Acidobacteria; Subgroup_13; uncultured_deep-sea_bacterium; ; 
196900316;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); PAUC26f
196900320;Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; uncultured; 
196900350;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900398;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900400;Bacteria; Acidobacteria; Subgroup_26; uncultured_bacterium; ; 
196900406;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); PAUC26f
196900465;Bacteria; Tectomicrobia; uncultured_bacterium; ; ; 
196900469;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); PAUC26f
196900507;Bacteria; Acidobacteria; Subgroup_13; uncultured_Acidobacteria_bacterium; ; 
196900137;Bacteria; Acidobacteria; Subgroup_9; ; ; 
196900144;Bacteria; Acidobacteria; Subgroup_9; uncultured_bacterium; ; 
196900187;Bacteria; Proteobacteria; Gammaproteobacteria; uncultured; uncultured_bacterium; 
196900194;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900259;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
196900319;Bacteria; Proteobacteria; SPOTSOCT00m83; ; ; 
196900355;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900361;Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; fF-JG30-B3; uncultured_alpha_proteobacterium
196900454;Archaea; Thaumarchaeota; Marine_Group_I; Cenarchaeales; Cenarchaeaceae; Cenarchaeum
1969006;Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Planctomycetaceae; Rubripirellula
19690019;Bacteria; Nitrospinae; Nitrospinia; Nitrospinales; Nitrospinaceae; uncultured
19690052;Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium
196900167;Bacteria; Chloroflexi; TK10; uncultured_bacterium; ; 
196900213;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_Gemmatimonadetes_bacterium; ; 
196900222;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900262;Bacteria; Chloroflexi; SAR202_clade; uncultured_deep-sea_bacterium; ; 
196900282;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); PAUC26f
196900296;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900308;Bacteria; Proteobacteria; Alphaproteobacteria; Sneathiellales; Sneathiellaceae; uncultured
196900312;Bacteria; Acidobacteria; Subgroup_21; ; ; 
196900383;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexi_bacterium; ; 
196900499;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900569;Bacteria; Acidobacteria; Subgroup_6; uncultured_Acidobacteria_bacterium; ; 
1969009;Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; OM60(NOR5)_clade
19690020;Bacteria; Actinobacteria; Actinobacteria; Frankiales; Cryptosporangiaceae; Fodinicola
19690060;Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Planctomycetaceae; Blastopirellula
196900147;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900174;Bacteria; Spirochaetae; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta_2
196900177;Bacteria; Spirochaetae; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta_2
196900297;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900301;Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; TK34; 
196900331;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900346;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); PAUC26f
196900390;Bacteria; Chloroflexi; JG30-KF-CM66; ; ; 
196900429;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; uncultured
196900464;Bacteria; Acidobacteria; Subgroup_2; uncultured_bacterium; ; 
196900492;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900529;Bacteria; Acidobacteria; Subgroup_21; uncultured_bacterium; ; 
196900253;Bacteria; Acidobacteria; Subgroup_15; ; ; 
196900268;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900275;Bacteria; Verrucomicrobia; Opitutae; Puniceicoccales; Puniceicoccaceae; uncultured
196900310;Bacteria; Proteobacteria; JTB23; uncultured_bacterium; ; 
196900336;Bacteria; Acidobacteria; Holophagae; Subgroup_10; TK85; uncultured_bacterium
196900352;Bacteria; Acidobacteria; Subgroup_9; uncultured_bacterium; ; 
196900450;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); PAUC26f
196900500;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900605;Bacteria; Proteobacteria; Gammaproteobacteria; oI89A_clade; uncultured_bacterium; 
196900606;Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; OM182_clade; 
1969002;Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; OM60(NOR5)_clade
19690029;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
19690088;Archaea; Thaumarchaeota; Marine_Group_I; ; ; 
196900142;Bacteria; Tectomicrobia; ; ; ; 
196900200;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexi_bacterium; ; 
196900231;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900264;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900276;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexi_bacterium; ; 
196900294;Bacteria; Spirochaetae; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta_2
196900357;Bacteria; Chloroflexi; JG30-KF-CM66; uncultured_Chloroflexi_bacterium; ; 
196900358;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900363;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; ; ; 
196900418;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900425;Bacteria; Acidobacteria; Subgroup_13; uncultured_deep-sea_bacterium; ; 
196900431;Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Haliea
196900449;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; OM1_clade; uncultured_bacterium
196900451;Bacteria; Nitrospinae; MD2898-B26; uncultured_bacterium; ; 
196900481;Bacteria; Proteobacteria; Gammaproteobacteria; oI89A_clade; uncultured_bacterium; 
196900488;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900521;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900591;Bacteria; Proteobacteria; Gammaproteobacteria; oI89A_clade; uncultured_bacterium; 
196900596;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900597;Bacteria; Chloroflexi; TK10; ; ; 
1969001;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
19690023;Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; 
19690036;Bacteria; Proteobacteria; JTB23; ; ; 
19690042;Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; 
196900207;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900251;Bacteria; Chloroflexi; SAR202_clade; uncultured_deep-sea_bacterium; ; 
196900284;Bacteria; Acidobacteria; Subgroup_26; uncultured_bacterium; ; 
196900327;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900329;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900359;Archaea; Thaumarchaeota; Marine_Group_I; Unknown_Order; Unknown_Family; Candidatus_Nitrosopumilus
196900391;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; 
196900404;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_sediment_bacterium; ; 
196900513;Bacteria; Acidobacteria; Subgroup_21; uncultured_bacterium; ; 
196900524;Bacteria; Acidobacteria; Subgroup_2; uncultured_bacterium; ; 
196900534;Bacteria; Chloroflexi; TK10; uncultured_Chloroflexi_bacterium; ; 
196900543;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900559;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900582;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900589;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900618;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Sva0996_marine_group; uncultured_bacterium
19690062;Bacteria; Proteobacteria; Deltaproteobacteria; NB1-j; uncultured_bacterium; 
196900170;Bacteria; Chloroflexi; SAR202_clade; ; ; 
