OTU_ID;Kingdom;Phylum;Class;Order;Family;Genus
196900411;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; AT-s3-44; uncultured_bacterium
196900415;Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; uncultured; 
196900428;Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; 
196900436;Bacteria; Proteobacteria; Gammaproteobacteria; oI89A_clade; uncultured_bacterium; 
196900437;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900456;Bacteria; Acidobacteria; Subgroup_9; ; ; 
196900459;Bacteria; Gemmatimonadetes; PAUC43f_marine_benthic_group; uncultured_bacterium; ; 
196900460;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900462;Bacteria; Proteobacteria; Deltaproteobacteria; NB1-j; uncultured_bacterium; 
196900466;Bacteria; Proteobacteria; MACA-EFT26; uncultured_bacterium; ; 
196900484;Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oleiphilaceae; Oleiphilus
196900489;Archaea; Thaumarchaeota; Marine_Group_I; Unknown_Order; Unknown_Family; Candidatus_Nitrosopumilus
196900502;Bacteria; Chloroflexi; SAR202_clade; unidentified_eubacterium_clone_SAR202; ; 
196900508;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900510;Archaea; Thaumarchaeota; Marine_Group_I; Unknown_Order; Unknown_Family; Candidatus_Nitrosopumilus
196900511;Bacteria; Acidobacteria; Subgroup_12; uncultured_Acidobacterium_sp.; ; 
196900512;Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; JTB255_marine_benthic_group; 
196900541;Bacteria; Proteobacteria; Deltaproteobacteria; Desulfurellales; Desulfurellaceae; G55
196900542;Bacteria; Acidobacteria; Subgroup_13; uncultured_deep-sea_bacterium; ; 
196900544;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900549;Bacteria; Acidobacteria; Subgroup_9; uncultured_bacterium; ; 
196900553;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900560;Bacteria; Chloroflexi; TK10; uncultured_bacterium; ; 
196900562;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900564;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900568;Bacteria; Chloroflexi; SAR202_clade; marine_metagenome; ; 
196900581;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900593;Bacteria; Bacteroidetes; Bacteroidetes_Incertae_Sedis; Order_II; Rhodothermaceae; uncultured
196900595;Bacteria; Acidobacteria; Subgroup_11; ; ; 
196900609;Bacteria; Acidobacteria; Subgroup_15; uncultured_bacterium; ; 
196900610;Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio
196900617;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900634;NA; ; ; ; ; 
196900636;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900639;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900642;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; OM1_clade; uncultured_bacterium
196900644;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; OM1_clade; uncultured_bacterium
196900657;Bacteria; Chloroflexi; ; ; ; 
196900664;Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
196900668;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); PAUC26f
196900671;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; uncultured_deep-sea_bacterium; 
196900674;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900677;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexi_bacterium; ; 
19690014;Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Roseibacillus
19690016;Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; uncultured
19690022;Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; NS5_marine_group
19690024;Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; Nitrosomonas
19690026;Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Balneatrix
19690027;Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; NS4_marine_group
19690028;Bacteria; Cyanobacteria; Chloroplast; uncultured_bacterium; ; 
19690031;Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Candidatus_Aquiluna
19690032;Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; NS5_marine_group
19690033;Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; NS2b_marine_group
19690035;Bacteria; Proteobacteria; Alphaproteobacteria; SAR11_clade; ; 
19690038;Bacteria; Cyanobacteria; ML635J-21; uncultured_bacterium; ; 
19690039;Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; NS5_marine_group
19690040;Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria_Incertae_Sedis; Unknown_Family; uncultured
19690043;Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales; Methylophilaceae; OM43_clade
19690044;Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Rubritalea
19690045;Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; uncultured
19690047;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
19690051;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
19690055;Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Roseibacillus
19690058;Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Planctomycetaceae; uncultured
19690063;Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; 
19690065;Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; FS140-16B-02_marine_group
19690067;Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; FS140-16B-02_marine_group
19690071;Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; CL500-3
19690072;Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; uncultured
19690073;Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Propionibacteriaceae; uncultured
19690075;Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; FS140-16B-02_marine_group
19690076;Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Coxiellaceae; Coxiella
19690077;Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; CL500-3
19690078;Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Rubritalea
19690079;NA; ; ; ; ; 
19690084;Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Coxiellaceae; Coxiella
19690085;Bacteria; Chlamydiae; Chlamydiae; Chlamydiales; Simkaniaceae; Candidatus_Fritschea
19690086;Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Propionibacteriaceae; uncultured
19690089;Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; uncultured; uncultured_bacterium
19690091;Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Coxiellaceae; Coxiella
19690092;Bacteria; Proteobacteria; Deltaproteobacteria; NB1-j; uncultured_bacterium; 
19690093;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Acidimicrobiales_Incertae_Sedis; Candidatus_Microthrix
19690094;NA; ; ; ; ; 
196900101;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
196900105;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
196900107;Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; 
196900108;NA; ; ; ; ; 
196900109;Bacteria; Proteobacteria; Gammaproteobacteria; BD7-8_marine_group; ; 
196900110;Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Porticoccaceae; 
196900111;Bacteria; Spirochaetae; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta_2
196900115;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; uncultured_proteobacterium; 
196900116;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
196900119;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
196900120;NA; ; ; ; ; 
196900121;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
196900122;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
196900123;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
196900125;Bacteria; Planctomycetes; OM190; ; ; 
196900126;Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; 
196900128;Bacteria; Proteobacteria; Alphaproteobacteria; SAR11_clade; ; 
196900130;Bacteria; Proteobacteria; Alphaproteobacteria; SAR11_clade; Surface_1; 
196900134;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
196900216;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900243;Bacteria; Proteobacteria; Gammaproteobacteria; uncultured; uncultured_bacterium; 
196900245;Bacteria; Nitrospirae; Nitrospira; Nitrospirales; Nitrospiraceae; Nitrospira
196900247;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900257;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); PAUC26f
196900258;Bacteria; Nitrospinae; MD2898-B26; uncultured_bacterium; ; 
196900311;Bacteria; Deferribacteres; Deferribacteres_Incertae_Sedis; Unknown_Order; Unknown_Family; Caldithrix
196900313;Bacteria; Poribacteria; uncultured_bacterium; ; ; 
196900325;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; uncultured
196900333;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; AT-s3-44; uncultured_bacterium
196900342;Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Planctomycetaceae; Blastopirellula
196900345;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900360;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; ; 
196900364;Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Planctomycetaceae; Blastopirellula
196900368;Bacteria; Proteobacteria; Gammaproteobacteria; E01-9C-26_marine_group; Gammaproteobacteria_bacterium_LS_SOB; 
196900378;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900394;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900395;Bacteria; Chloroflexi; SAR202_clade; marine_metagenome; ; 
196900396;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900397;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900412;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexus_sp.; ; 
196900413;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; ; 
196900417;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; uncultured
196900419;Bacteria; Chloroflexi; cD4-96; uncultured_bacterium; ; 
196900422;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; AT-s3-44; uncultured_alpha_proteobacterium
196900423;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; OM1_clade; uncultured_bacterium
196900427;NA; ; ; ; ; 
196900430;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900432;Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Granulosicoccaceae; Granulosicoccus
196900433;Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; 
196900435;Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Thiotrichaceae; 
196900439;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); PAUC26f
196900440;Bacteria; Acidobacteria; Subgroup_17; ; ; 
196900443;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); 
196900448;Bacteria; Proteobacteria; Gammaproteobacteria; HOC36; uncultured_bacterium; 
196900453;Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; 
196900455;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900470;Archaea; Thaumarchaeota; Marine_Group_I; Unknown_Order; Unknown_Family; Candidatus_Nitrosopumilus
196900471;Bacteria; Proteobacteria; JTB23; ; ; 
196900474;Bacteria; Acidobacteria; Subgroup_21; ; ; 
196900477;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900478;Archaea; Thaumarchaeota; Marine_Group_I; Unknown_Order; Unknown_Family; Candidatus_Nitrosopumilus
196900479;Archaea; Thaumarchaeota; Marine_Group_I; Unknown_Order; Unknown_Family; Candidatus_Nitrosopumilus
196900480;Archaea; Thaumarchaeota; Marine_Group_I; Unknown_Order; Unknown_Family; Candidatus_Nitrosopumilus
196900482;Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; uncultured
196900483;Bacteria; Proteobacteria; ; ; ; 
196900485;Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Jejudonia
196900486;Bacteria; Poribacteria; uncultured_Planctomycetales_bacterium; ; ; 
196900487;Bacteria; Nitrospinae; MD2898-B26; uncultured_bacterium; ; 
196900490;Bacteria; Spirochaetae; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta_2
196900491;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexi_bacterium; ; 
196900493;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900501;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900504;Bacteria; Acidobacteria; Subgroup_5; ; ; 
196900525;Bacteria; Acidobacteria; Subgroup_12; uncultured_Acidobacterium_sp.; ; 
196900530;Bacteria; Acidobacteria; Subgroup_12; uncultured_Acidobacterium_sp.; ; 
196900545;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900548;Bacteria; Chloroflexi; SAR202_clade; uncultured_Chloroflexus_sp.; ; 
196900556;Bacteria; Chloroflexi; TK10; uncultured_bacterium; ; 
196900557;Bacteria; Chloroflexi; TK10; uncultured_bacterium; ; 
196900566;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900567;Bacteria; Chloroflexi; S085; uncultured_bacterium; ; 
196900570;Bacteria; Acidobacteria; Subgroup_13; uncultured_deep-sea_bacterium; ; 
196900572;Bacteria; Chloroflexi; TK10; uncultured_Chloroflexi_bacterium; ; 
196900574;Bacteria; Proteobacteria; Gammaproteobacteria; ; ; 
196900575;Archaea; Thaumarchaeota; Marine_Group_I; Unknown_Order; Unknown_Family; Candidatus_Nitrosopumilus
196900576;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900577;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900579;Bacteria; Chloroflexi; SAR202_clade; uncultured_deep-sea_bacterium; ; 
196900583;Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae_(Subgroup_3); PAUC26f
196900584;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900585;Bacteria; Acidobacteria; Subgroup_13; ; ; 
196900586;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900587;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900602;Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; uncultured; uncultured_bacterium
196900607;Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; EF100-94H03; uncultured_bacterium
196900615;Bacteria; Chloroflexi; JG30-KF-CM66; ; ; 
196900621;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900622;Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; uncultured; 
196900625;Archaea; Thaumarchaeota; Marine_Group_I; Unknown_Order; Unknown_Family; Candidatus_Nitrosopumilus
196900626;Archaea; Thaumarchaeota; Marine_Group_I; Unknown_Order; Unknown_Family; Candidatus_Nitrosopumilus
196900627;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900629;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; OM1_clade; uncultured_bacterium
196900632;Bacteria; Proteobacteria; Gammaproteobacteria; oI89A_clade; uncultured_bacterium; 
196900633;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Sva0996_marine_group; uncultured_bacterium
196900637;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900638;Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio
196900640;Bacteria; Chloroflexi; TK10; uncultured_Chloroflexi_bacterium; ; 
196900641;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900643;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; OM1_clade; uncultured_bacterium
196900645;Bacteria; Acidobacteria; Subgroup_6; uncultured_bacterium; ; 
196900646;Bacteria; Chloroflexi; TK10; uncultured_bacterium; ; 
196900647;Bacteria; Proteobacteria; Gammaproteobacteria; oI89A_clade; uncultured_bacterium; 
196900649;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900652;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; OM1_clade; uncultured_bacterium
196900653;Bacteria; Acidobacteria; Subgroup_6; ; ; 
196900654;Bacteria; Acidobacteria; Subgroup_5; uncultured_bacterium; ; 
196900659;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; OM1_clade; uncultured_bacterium
196900660;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; ; ; 
196900665;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; uncultured
196900666;Bacteria; Chloroflexi; JG30-KF-CM66; ; ; 
196900669;Bacteria; Proteobacteria; Deltaproteobacteria; Oligoflexales; Oligoflexaceae; uncultured_delta_proteobacterium
196900670;Bacteria; Gemmatimonadetes; BD2-11_terrestrial_group; uncultured_bacterium; ; 
196900673;NA; ; ; ; ; 
196900675;Bacteria; Chloroflexi; SAR202_clade; ; ; 
196900676;Bacteria; Chloroflexi; JG30-KF-CM66; uncultured_bacterium; ; 
196900678;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; uncultured
196900679;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Magnetospira
196900680;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900681;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900682;Bacteria; Chloroflexi; S085; uncultured_bacterium; ; 
196900683;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900684;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900685;Bacteria; Chloroflexi; SAR202_clade; uncultured_bacterium; ; 
196900686;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900687;Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
196900688;Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; OM1_clade; 
196900689;Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; 
196900690;Bacteria; Nitrospinae; MD2896-B214; uncultured_proteobacterium; ; 
196900691;Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; uncultured; uncultured_bacterium
196900692;Bacteria; Chloroflexi; cD4-96; ; ; 